system:index,Date,District,EVI,Month,NDVI,Year,.geo
2015_02_18_0,2015-02-18,Matale,0.261,2,0.4862,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_02_18_1,2015-02-18,Anuradhapura,0.3153,2,0.6148,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_02_18_2,2015-02-18,Polonnaruwa,0.4598,2,0.6295,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_02_18_3,2015-02-18,Hambantota,,2,,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_02_18_4,2015-02-18,Monaragala,0.2845,2,0.5823,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_02_18_5,2015-02-18,Jaffna,0.3649,2,0.5244,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_03_06_0,2015-03-06,Matale,0.3687,3,0.5295,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_03_06_1,2015-03-06,Anuradhapura,0.4109,3,0.5803,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_03_06_2,2015-03-06,Polonnaruwa,0.2868,3,0.5304,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_03_06_3,2015-03-06,Hambantota,0.4282,3,0.6682,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_03_06_4,2015-03-06,Monaragala,0.435,3,0.6195,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_03_06_5,2015-03-06,Jaffna,0.3028,3,0.4827,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_03_22_0,2015-03-22,Matale,0.3172,3,0.4997,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_03_22_1,2015-03-22,Anuradhapura,0.42,3,0.5814,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_03_22_2,2015-03-22,Polonnaruwa,0.4272,3,0.5606,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_03_22_3,2015-03-22,Hambantota,,3,,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_03_22_4,2015-03-22,Monaragala,0.2617,3,0.4595,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_03_22_5,2015-03-22,Jaffna,0.34,3,0.5254,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_04_07_0,2015-04-07,Matale,0.2749,4,0.5802,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_04_07_1,2015-04-07,Anuradhapura,0.3611,4,0.7291,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_04_07_2,2015-04-07,Polonnaruwa,0.4013,4,0.6292,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_04_07_3,2015-04-07,Hambantota,0.432,4,0.6326,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_04_07_4,2015-04-07,Monaragala,0.3475,4,0.5784,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_04_07_5,2015-04-07,Jaffna,0.2749,4,0.6036,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_04_23_0,2015-04-23,Matale,0.3868,4,0.5395,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_04_23_1,2015-04-23,Anuradhapura,0.4279,4,0.6121,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_04_23_2,2015-04-23,Polonnaruwa,0.3182,4,0.5728,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_04_23_3,2015-04-23,Hambantota,0.4349,4,0.6163,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_04_23_4,2015-04-23,Monaragala,0.4812,4,0.6826,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_04_23_5,2015-04-23,Jaffna,0.3672,4,0.5259,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_05_09_0,2015-05-09,Matale,0.287,5,0.487,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_05_09_1,2015-05-09,Anuradhapura,0.3879,5,0.5631,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_05_09_2,2015-05-09,Polonnaruwa,0.3298,5,0.5652,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_05_09_3,2015-05-09,Hambantota,,5,,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_05_09_4,2015-05-09,Monaragala,0.4006,5,0.6227,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_05_09_5,2015-05-09,Jaffna,0.1752,5,0.2771,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_05_25_0,2015-05-25,Matale,0.2229,5,0.4504,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_05_25_1,2015-05-25,Anuradhapura,0.382,5,0.6372,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_05_25_2,2015-05-25,Polonnaruwa,0.3907,5,0.6367,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_05_25_3,2015-05-25,Hambantota,,5,,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_05_25_4,2015-05-25,Monaragala,0.3981,5,0.616,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_05_25_5,2015-05-25,Jaffna,0.2238,5,0.379,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_06_10_0,2015-06-10,Matale,0.263,6,0.4947,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_06_10_1,2015-06-10,Anuradhapura,0.3868,6,0.549,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_06_10_2,2015-06-10,Polonnaruwa,0.404,6,0.7117,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_06_10_3,2015-06-10,Hambantota,,6,,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_06_10_4,2015-06-10,Monaragala,0.3377,6,0.6383,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_06_10_5,2015-06-10,Jaffna,0.3768,6,0.5162,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_06_26_0,2015-06-26,Matale,0.4938,6,0.7015,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_06_26_1,2015-06-26,Anuradhapura,0.3398,6,0.5355,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_06_26_2,2015-06-26,Polonnaruwa,0.4691,6,0.6588,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_06_26_3,2015-06-26,Hambantota,,6,,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_06_26_4,2015-06-26,Monaragala,0.2992,6,0.5689,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_06_26_5,2015-06-26,Jaffna,0.408,6,0.5894,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_07_12_0,2015-07-12,Matale,0.3919,7,0.5717,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_07_12_1,2015-07-12,Anuradhapura,0.3036,7,0.4612,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_07_12_2,2015-07-12,Polonnaruwa,0.436,7,0.6305,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_07_12_3,2015-07-12,Hambantota,,7,,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_07_12_4,2015-07-12,Monaragala,0.3377,7,0.5508,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_07_12_5,2015-07-12,Jaffna,0.3323,7,0.5403,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_07_28_0,2015-07-28,Matale,0.2136,7,0.297,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_07_28_1,2015-07-28,Anuradhapura,0.4195,7,0.5918,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_07_28_2,2015-07-28,Polonnaruwa,0.471,7,0.6352,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_07_28_3,2015-07-28,Hambantota,,7,,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_07_28_4,2015-07-28,Monaragala,0.3853,7,0.5899,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_07_28_5,2015-07-28,Jaffna,0.0959,7,0.1114,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_08_13_0,2015-08-13,Matale,0.2487,8,0.4345,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_08_13_1,2015-08-13,Anuradhapura,0.302,8,0.5399,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_08_13_2,2015-08-13,Polonnaruwa,0.4038,8,0.5428,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_08_13_3,2015-08-13,Hambantota,0.4217,8,0.6387,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_08_13_4,2015-08-13,Monaragala,0.4249,8,0.5989,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_08_13_5,2015-08-13,Jaffna,0.3772,8,0.4737,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_08_29_0,2015-08-29,Matale,0.3693,8,0.5364,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_08_29_1,2015-08-29,Anuradhapura,0.4413,8,0.718,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_08_29_2,2015-08-29,Polonnaruwa,0.3842,8,0.55,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_08_29_3,2015-08-29,Hambantota,,8,,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_08_29_4,2015-08-29,Monaragala,0.3224,8,0.5358,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_08_29_5,2015-08-29,Jaffna,0.381,8,0.5403,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_09_14_0,2015-09-14,Matale,0.2769,9,0.4163,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_09_14_1,2015-09-14,Anuradhapura,0.4799,9,0.638,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_09_14_2,2015-09-14,Polonnaruwa,0.4182,9,0.6256,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_09_14_3,2015-09-14,Hambantota,,9,,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_09_14_4,2015-09-14,Monaragala,0.5329,9,0.7311,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_09_14_5,2015-09-14,Jaffna,0.2482,9,0.378,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_09_30_0,2015-09-30,Matale,0.1904,9,0.3573,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_09_30_1,2015-09-30,Anuradhapura,0.2136,9,0.2993,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_09_30_2,2015-09-30,Polonnaruwa,0.3877,9,0.5548,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_09_30_3,2015-09-30,Hambantota,0.4074,9,0.8109,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_09_30_4,2015-09-30,Monaragala,0.4799,9,0.665,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_09_30_5,2015-09-30,Jaffna,0.3813,9,0.5928,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_10_16_0,2015-10-16,Matale,0.39,10,0.5501,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_10_16_1,2015-10-16,Anuradhapura,0.2698,10,0.4182,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_10_16_2,2015-10-16,Polonnaruwa,0.3449,10,0.5674,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_10_16_3,2015-10-16,Hambantota,0.0925,10,0.1434,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_10_16_4,2015-10-16,Monaragala,0.2941,10,0.4904,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_10_16_5,2015-10-16,Jaffna,0.1749,10,0.3265,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_11_01_0,2015-11-01,Matale,0.3372,11,0.4839,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_11_01_1,2015-11-01,Anuradhapura,0.3241,11,0.5339,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_11_01_2,2015-11-01,Polonnaruwa,0.2086,11,0.3403,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_11_01_3,2015-11-01,Hambantota,,11,,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_11_01_4,2015-11-01,Monaragala,0.3055,11,0.4373,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_11_01_5,2015-11-01,Jaffna,0.2408,11,0.3473,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_11_17_0,2015-11-17,Matale,0.4334,11,0.7217,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_11_17_1,2015-11-17,Anuradhapura,0.2721,11,0.5221,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_11_17_2,2015-11-17,Polonnaruwa,0.3487,11,0.7211,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_11_17_3,2015-11-17,Hambantota,,11,,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_11_17_4,2015-11-17,Monaragala,0.3467,11,0.5928,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_11_17_5,2015-11-17,Jaffna,0.3114,11,0.6325,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_12_03_0,2015-12-03,Matale,0.2209,12,0.4651,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_12_03_1,2015-12-03,Anuradhapura,0.3054,12,0.6613,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_12_03_2,2015-12-03,Polonnaruwa,0.3066,12,0.6246,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_12_03_3,2015-12-03,Hambantota,,12,,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_12_03_4,2015-12-03,Monaragala,0.1749,12,0.661,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_12_03_5,2015-12-03,Jaffna,0.3741,12,0.5652,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2015_12_19_0,2015-12-19,Matale,0.2401,12,0.5524,2015,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2015_12_19_1,2015-12-19,Anuradhapura,0.3444,12,0.6391,2015,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2015_12_19_2,2015-12-19,Polonnaruwa,0.4004,12,0.6047,2015,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2015_12_19_3,2015-12-19,Hambantota,,12,,2015,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2015_12_19_4,2015-12-19,Monaragala,0.3354,12,0.6323,2015,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2015_12_19_5,2015-12-19,Jaffna,0.3307,12,0.7169,2015,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2016_01_01_0,2016-01-01,Matale,0.4077,1,0.6508,2016,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2016_01_01_1,2016-01-01,Anuradhapura,0.2379,1,0.4003,2016,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2016_01_01_2,2016-01-01,Polonnaruwa,0.4167,1,0.6882,2016,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2016_01_01_3,2016-01-01,Hambantota,,1,,2016,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2016_01_01_4,2016-01-01,Monaragala,0.328,1,0.5952,2016,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2016_01_01_5,2016-01-01,Jaffna,0.3717,1,0.4981,2016,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2016_01_17_0,2016-01-17,Matale,0.3347,1,0.6238,2016,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2016_01_17_1,2016-01-17,Anuradhapura,0.3554,1,0.6526,2016,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2016_01_17_2,2016-01-17,Polonnaruwa,0.4103,1,0.6942,2016,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2016_01_17_3,2016-01-17,Hambantota,,1,,2016,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2016_01_17_4,2016-01-17,Monaragala,0.3768,1,0.7041,2016,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2016_01_17_5,2016-01-17,Jaffna,0.3565,1,0.6087,2016,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2016_02_02_0,2016-02-02,Matale,0.2161,2,0.3759,2016,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2016_02_02_1,2016-02-02,Anuradhapura,0.2661,2,0.4807,2016,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2016_02_02_2,2016-02-02,Polonnaruwa,0.4354,2,0.603,2016,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2016_02_02_3,2016-02-02,Hambantota,,2,,2016,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2016_02_02_4,2016-02-02,Monaragala,0.3965,2,0.6736,2016,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2016_02_02_5,2016-02-02,Jaffna,0.2812,2,0.5766,2016,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2016_02_18_0,2016-02-18,Matale,0.3648,2,0.5022,2016,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2016_02_18_1,2016-02-18,Anuradhapura,0.3369,2,0.4908,2016,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2016_02_18_2,2016-02-18,Polonnaruwa,0.1161,2,0.1674,2016,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2016_02_18_3,2016-02-18,Hambantota,0.3624,2,0.6005,2016,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2016_02_18_4,2016-02-18,Monaragala,0.0753,2,0.0705,2016,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2016_02_18_5,2016-02-18,Jaffna,0.3596,2,0.4461,2016,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2016_03_05_0,2016-03-05,Matale,0.2937,3,0.5485,2016,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2016_03_05_1,2016-03-05,Anuradhapura,0.2914,3,0.6087,2016,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2016_03_05_2,2016-03-05,Polonnaruwa,0.3361,3,0.5589,2016,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2016_03_05_3,2016-03-05,Hambantota,,3,,2016,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2016_03_05_4,2016-03-05,Monaragala,0.3964,3,0.7227,2016,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2016_03_05_5,2016-03-05,Jaffna,0.282,3,0.4802,2016,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2016_03_21_0,2016-03-21,Matale,0.2829,3,0.4511,2016,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2016_03_21_1,2016-03-21,Anuradhapura,0.3815,3,0.5229,2016,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2016_03_21_2,2016-03-21,Polonnaruwa,0.3815,3,0.5447,2016,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2016_03_21_3,2016-03-21,Hambantota,,3,,2016,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2016_03_21_4,2016-03-21,Monaragala,0.36,3,0.5939,2016,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2016_03_21_5,2016-03-21,Jaffna,0.3487,3,0.4656,2016,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2016_04_06_0,2016-04-06,Matale,0.3528,4,0.5361,2016,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2016_04_06_1,2016-04-06,Anuradhapura,0.4052,4,0.5089,2016,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2016_04_06_2,2016-04-06,Polonnaruwa,0.2892,4,0.525,2016,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2016_04_06_3,2016-04-06,Hambantota,,4,,2016,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2016_04_06_4,2016-04-06,Monaragala,0.3062,4,0.5641,2016,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2016_04_06_5,2016-04-06,Jaffna,0.2745,4,0.6652,2016,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2016_04_22_0,2016-04-22,Matale,0.2586,4,0.5047,2016,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2016_04_22_1,2016-04-22,Anuradhapura,0.5359,4,0.6421,2016,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2016_04_22_2,2016-04-22,Polonnaruwa,0.2841,4,0.5546,2016,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2016_04_22_3,2016-04-22,Hambantota,,4,,2016,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2016_04_22_4,2016-04-22,Monaragala,0.3624,4,0.6102,2016,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2016_04_22_5,2016-04-22,Jaffna,0.3437,4,0.6852,2016,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2016_05_08_0,2016-05-08,Matale,0.3353,5,0.5981,2016,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2016_05_08_1,2016-05-08,Anuradhapura,0.2765,5,0.4139,2016,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2016_05_08_2,2016-05-08,Polonnaruwa,0.3013,5,0.6237,2016,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2016_05_08_3,2016-05-08,Hambantota,,5,,2016,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2016_05_08_4,2016-05-08,Monaragala,0.2793,5,0.5548,2016,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2016_05_08_5,2016-05-08,Jaffna,0.3198,5,0.4946,2016,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2016_05_24_0,2016-05-24,Matale,0.2168,5,0.2814,2016,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2016_05_24_1,2016-05-24,Anuradhapura,0.454,5,0.6314,2016,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2016_05_24_2,2016-05-24,Polonnaruwa,0.4239,5,0.6207,2016,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2016_05_24_3,2016-05-24,Hambantota,0.3121,5,0.5399,2016,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2016_05_24_4,2016-05-24,Monaragala,0.394,5,0.6061,2016,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2016_05_24_5,2016-05-24,Jaffna,0.3474,5,0.5059,2016,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2016_06_09_0,2016-06-09,Matale,0.2802,6,0.3703,2016,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2016_06_09_1,2016-06-09,Anuradhapura,0.4284,6,0.5915,2016,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2016_06_09_2,2016-06-09,Polonnaruwa,0.3475,6,0.616,2016,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2016_06_09_3,2016-06-09,Hambantota,,6,,2016,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2016_06_09_4,2016-06-09,Monaragala,0.4346,6,0.7459,2016,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2016_06_09_5,2016-06-09,Jaffna,0.3552,6,0.4779,2016,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2016_06_25_0,2016-06-25,Matale,0.3618,6,0.5242,2016,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2016_06_25_1,2016-06-25,Anuradhapura,0.2865,6,0.5091,2016,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2016_06_25_2,2016-06-25,Polonnaruwa,0.4254,6,0.668,2016,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2016_06_25_3,2016-06-25,Hambantota,,6,,2016,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2016_06_25_4,2016-06-25,Monaragala,0.3458,6,0.5729,2016,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2016_06_25_5,2016-06-25,Jaffna,0.3487,6,0.5152,2016,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2016_07_11_0,2016-07-11,Matale,0.1922,7,0.3622,2016,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2016_07_11_1,2016-07-11,Anuradhapura,0.42,7,0.6112,2016,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2016_07_11_2,2016-07-11,Polonnaruwa,0.4058,7,0.6211,2016,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2016_07_11_3,2016-07-11,Hambantota,,7,,2016,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2016_07_11_4,2016-07-11,Monaragala,0.336,7,0.5752,2016,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2016_07_11_5,2016-07-11,Jaffna,0.3588,7,0.4817,2016,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
